a0,a1,a2,a3,a4,a5,a6
104.71712,105.56006,54.333397,156.51187,163.3414,120.89866,85.847
107.13834,102.79829,70.70066,168.639,168.09842,102.85374,97.42562
103.831276,102.145905,71.45348,168.77069,168.7077,108.20425,97.47098
105.862175,103.22701,75.761734,169.22186,167.89413,102.85866,98.48951
99.74756,100.72364,72.331,170.6998,168.40404,109.75817,101.96164
99.85506,100.40871,70.649574,166.79935,167.16524,98.95639,94.917175
95.05717,96.14464,74.394554,168.90842,165.2757,99.26769,95.68762
95.4708,95.88092,76.3166,165.78215,163.068,93.65479,94.753494
95.43078,89.761795,75.81888,164.85556,159.65227,95.42659,93.96142
94.52087,91.06289,78.640976,165.34796,162.08128,92.911865,93.77464
88.14637,79.80816,80.33427,167.9746,168.59474,94.67766,88.68559
93.76925,77.420456,77.91703,170.17123,165.13939,91.2626,83.434235
86.06504,75.8321,77.750175,169.59636,167.60168,83.015076,70.8812
82.86335,74.83748,76.71298,170.27805,168.30576,78.38516,79.358665
78.76672,70.75722,74.61236,168.82489,167.41412,71.11466,73.48233
68.5225,65.14254,83.99197,169.54987,167.74031,67.49215,71.06082
60.158596,54.15073,84.03393,173.2319,169.30023,59.178997,65.23792
48.3441,56.989857,75.036964,170.2168,171.73033,79.414154,67.21235
50.635815,50.708923,75.21816,174.41074,171.79494,41.61538,61.56231
40.929707,62.944206,63.520412,170.93028,167.06078,87.11849,38.887283
38.76343,78.67843,61.73784,163.1256,163.03053,73.759155,102.33508
40.842205,70.12064,62.541183,159.85376,152.8877,95.40666,65.67661
59.809162,83.02276,66.93284,173.67717,170.72691,90.20227,120.95983
58.757668,61.053036,65.226524,171.99707,171.58789,91.03055,50.340157
54.39527,64.33989,63.12173,173.505,172.64963,94.92805,55.48296
60.514194,65.83844,61.898518,172.78754,175.25648,88.87173,53.138306
63.439236,76.46162,61.302105,174.51129,175.08382,72.699776,110.95311
