a0,a1,a2,a3,a4,a5,a6
70.37707,137.08197,41.846348,77.42586,83.42651,98.74573,159.26222
53.997013,135.37477,66.1803,93.54285,64.758995,82.98488,160.04631
60.061115,137.76352,48.614502,97.361824,83.75563,88.461945,159.5507
47.341522,129.37039,39.694584,77.06219,65.84274,74.15937,148.4921
52.359516,110.89466,37.202766,88.87729,79.95976,82.817345,134.32162
30.994932,33.64847,37.887875,93.008385,85.36965,63.44018,60.412502
18.641043,23.879213,39.27966,95.097015,100.27557,56.857468,57.153175
22.606157,23.701265,48.352245,120.91513,105.81007,60.188156,57.683826
22.239904,20.637928,46.171856,97.93444,83.56717,60.245846,56.192142
20.115158,23.372402,40.228523,101.112274,105.71838,55.224117,56.24974
20.229195,26.059065,43.39006,97.72005,97.952545,57.74253,61.35894
24.813534,26.144897,38.6872,86.704796,74.36623,60.33836,59.241615
13.29222,9.302166,15.333641,135.63843,131.26505,122.19358,118.452835
11.016262,8.199894,15.152046,132.88821,130.1359,120.16675,114.928375
10.790434,8.420538,15.574268,139.41896,136.51001,118.29905,116.06925
17.983332,20.870754,17.751522,132.94864,128.61299,127.414764,121.09911
10.552509,22.32651,15.785207,127.61936,126.66344,126.264206,118.001564
100.96327,166.98132,11.113738,136.76724,136.4266,156.6733,168.83954
152.60634,161.25433,9.824531,135.20917,131.82333,154.57523,157.9939
37.525223,84.76159,13.468573,117.4793,122.489105,138.08954,89.267586
49.123985,94.48397,15.400112,123.983215,116.57784,143.94519,129.75615
152.03065,145.30243,16.833689,134.58173,130.13394,131.14264,142.09265
158.74106,151.61337,22.86938,119.78266,132.75888,132.56671,137.59784
